"","X500","X495","X490","X485","X480","X475","X470","X465","X460","X455","X450","X445","X440","X435","X430","X425","X420","X415","X410","X405","X400","X395","X390","X385","X380","X375","X370","X365","X360","X355","X350","X345","X340","X335","X330","X325","X320","X315","X310","X305","X300","X295","X290","X285","X280","X275","X270","X265","X260","X255","X250","X245","X240"
"248.336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"252.814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135257849724885,0.018069510019008
"257.296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129818873197225,0.00943378786953877,0.0163603005589355
"261.781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260858179813916,0.0026302173379529,0.00159290157566644,0.015881866365123
"266.271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289227790655838,0.0100395245030851,0.00319153306579646,0.0169319000897001,0.018308441778617
"270.764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282240987188261,0.0105801074289183,0.00340403947278126,0.00384028754354365,0.0182572519775805,-0.000577629195689655
"275.26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222841622542662,0.0104163099415446,0.00384654757067417,0.00238347549071982,0.0152311032302217,0.00302510102463047,-0.00824803261833267
"279.76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182068041740552,0.0184598687691747,0.00700353813104464,0.00654225798026416,0.0143964948723128,0.0116522345949215,-0.000291777324889499,-0.00758820147727174
"284.264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019773220608828,0.00815766299867619,0.00520450934631275,0.0154443287879676,0.0126292589121415,0.00332013958071734,0.000418053099788664,-0.00167562508021853
"288.772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247665362582368,0.00720332583178715,0.00740555970216411,0.010155676741434,0.0162361665434388,0.00663069079134267,0.00513742748357442,0.00650104170481209,-0.000970961664042471
"293.283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293960873032926,0.00678458917436654,0.00709394428545423,0.0107130725454694,0.0184855732043225,0.0103428305734156,0.00617128134792011,0.00634434151258157,0.00529484156570162,0.00286342046263883
"297.797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038015748447709,0.00754138692385604,0.00706825687513397,0.00817541012811736,0.0167172528863421,0.0143678624043528,0.0106281803438469,0.011857248047611,0.00847929072376933,0.00988261169953355,0.00190168688563898
"302.315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501777994701823,0.00876663950789927,0.00882163650570748,0.01052430096501,0.0195089855385276,0.0201242735731109,0.0134946886272729,0.0153471729318179,0.014698960111998,0.0127132539690621,0.0120458036633417,0.0102159391030226
"306.837",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115683123702332,0.00802639566385371,0.00889040620333661,0.00972432168790457,0.0153313595514232,0.0203570577824439,0.0142353065214602,0.0137898755618766,0.0146314042883672,0.015886885337586,0.0158490218699326,0.0119408874763229,0.0132750011578326
"311.362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225182764465292,0.00498054669470401,0.00742928763827518,0.00944289748570297,0.0125322269055389,0.0192579969101188,0.0156159638493259,0.0143304620054707,0.0143549822258031,0.016152684638587,0.0167664980031166,0.0140402036672514,0.0154431536920734,0.00862759121323557
"315.89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186383889230644,0.00320618669923297,0.00449249948058984,0.00850554730399898,0.0108664918909371,0.0176380461107538,0.0166424861880355,0.0143812046675335,0.0152066348228516,0.0156193409198239,0.014236953605539,0.0154450138531703,0.0173787944343538,0.0160792002555099,0.0113025976774134
"320.422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00422016680966503,0.00474632568628589,0.00350218558339308,0.00568298991472356,0.00886586689369707,0.0180722868114082,0.0199693015259979,0.0166319576754704,0.0162304076011745,0.0150648263756261,0.0157809555601166,0.0153877021370051,0.0150546637517614,0.0145106903556612,0.0159901154450046,0.0130144601003707
"324.958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039542887019603,0.00631632160155173,0.00437481309580836,0.00507498766607914,0.00700409446567399,0.0144508265983894,0.0207072782325638,0.0183471678584323,0.0186794554001632,0.0189777867644787,0.0174338689064381,0.0169921073254658,0.0170464215024746,0.0166575188260265,0.0140027181087389,0.0166474107907228,0.0248194187945891
"329.496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00343079445851868,0.0077127329756882,0.00365138411973225,0.00445241607895793,0.00475105531280058,0.00736557864721776,0.0170940740140599,0.0166980958193076,0.0176458108664161,0.0183845095275432,0.0182257562477207,0.0168542310817227,0.0145676990447802,0.0153778118766008,0.014691744526371,0.0140574689541929,0.0132939108565234,0.0137196475721039
"334.038",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00334476020185631,0.00974318108926682,0.00455221624857475,0.00487902728908651,0.00564773130340255,0.00599696875153832,0.013206905178351,0.0171644427871492,0.0168199642939738,0.0191039421268114,0.0191987061729287,0.018591169270128,0.0185525652557652,0.0157621705400704,0.0151746108692315,0.0150939592452879,0.0152715867906,0.0147252481262229,0.0179437420380775
"338.584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00313841775254542,0.0116047427395694,0.00365808659949262,0.00488472278874384,0.00530807897169074,0.00630718137837384,0.0088495953009553,0.0133685144316462,0.0148226636814396,0.0175982935000068,0.0197559723987482,0.0194407602302588,0.0181939227535504,0.017434636497607,0.0152271384808565,0.0143063630932215,0.0150712211010972,0.0150158372454989,0.0165930747972641,0.0218541938841785
"343.133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292185629500835,0.0144446273943486,0.00383405727380902,0.00484043745502408,0.00568527182145112,0.00634573790276251,0.00884743803823883,0.0136961122164681,0.0117855133560242,0.0150784346253593,0.0177944479959221,0.0196934367141133,0.0189615116003166,0.018588513665166,0.0177460713169768,0.0160971437076727,0.0161852197768961,0.0151347029068469,0.0162843452817348,0.0139202120178596,0.0215526305570189
"347.685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021456017557536,0.0037984717735847,0.00459020372892264,0.00584290353540899,0.00701686449841221,0.00747268323059125,0.0135903318194531,0.0116856575600873,0.0111355777225739,0.0153465074786694,0.0178430980189075,0.0189567948154137,0.0179293380326125,0.0171780452999542,0.015727625498928,0.0157173263212883,0.014393895499333,0.0148398786879001,0.0156576909804125,0.0159612253102109,0.0189638779345324
"352.24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278601395329584,0.00412671530338921,0.00481933571535452,0.00607565811596824,0.00747489501358524,0.00768524631631171,0.0125916797419394,0.0129996366685176,0.012040313703415,0.0134353608791912,0.0165989980821501,0.0185048651276997,0.0188898884591498,0.0188093639860916,0.0185382088451908,0.0165646466189528,0.0161586660175625,0.0174355175085346,0.0179492746629638,0.0166162596535651,0.0190503378711971,0.023894328656311
"356.799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348478682596159,0.00396063275358498,0.00456734818876289,0.00642214258490984,0.00783716247669794,0.00861533410969498,0.0119551455163305,0.0140535944456655,0.0132483580510513,0.0139322966575226,0.0144121299115209,0.0172086609203072,0.0183124325854881,0.0182389248838119,0.0195129727077159,0.0178082238179561,0.0175446000367868,0.0182246135784286,0.0169124098745253,0.018197878453467,0.0188855916860343,0.0231586889594353,0.0216708394533258
"361.361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426847767903782,0.00471793433970723,0.00514425466982048,0.00665735803948932,0.00786807182835853,0.00953657222648668,0.0112381639363826,0.0156800328361362,0.0143893982741356,0.0151089866573021,0.015625177654169,0.0159492745395578,0.0178242998041467,0.0195325268283155,0.0202338011674874,0.0192054786043983,0.0192240100394892,0.0192380990389342,0.0190867590800515,0.019764421387694,0.0196832468415048,0.0242115341969585,0.0280540967529013,0.0290866122167167
"365.926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532382947053065,0.00394002771324717,0.00482941979093864,0.00647227996990805,0.00840445336602308,0.00977179601139295,0.0119703828241555,0.0155598526883267,0.0153893055611627,0.0154996331690815,0.0157548174830488,0.0169296623965887,0.0179040220847874,0.0190501907438876,0.0200666838346395,0.0208084764153951,0.0198173536874792,0.020231579697537,0.0198856266835367,0.0206645799491833,0.0219041451257115,0.0246920326307305,0.0254814425546199,0.0297044945677914,0.0355941993745015
"370.495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529354419379931,0.00410372331859375,0.00465541550108449,0.00582459767746294,0.00806776014878998,0.00982351473493284,0.0115256642352851,0.015444318814846,0.0166220741680292,0.0164449376503745,0.0175511106339026,0.0176455396829353,0.0184669568025768,0.0187433157507305,0.0204478076503545,0.0214396135860322,0.0216283235531056,0.0211661035947105,0.0211215467450939,0.0226277409677506,0.0227644270426641,0.023803106816278,0.0237768281354993,0.0278503639362443,0.0291566025044958,0.0333150475729162
"375.067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018562717710613,0.00424332976684618,0.00394135780476473,0.00565887124390157,0.00745592164512702,0.00958950130816,0.0116632324942039,0.0149902248836675,0.0174216445570281,0.0171556757254614,0.0184208664540279,0.0186718701952771,0.0196022949935256,0.0198419681460759,0.0197069389238496,0.0213060442849129,0.0219285393140766,0.0222279758423826,0.0219436342039776,0.022106646524279,0.0229324522355488,0.0228197906847459,0.0283085911240946,0.0279258235499939,0.0303170758538178,0.032639319422894,0.0333752286361538
"379.641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00207804130542144,0.00413693735292798,0.00392610414727597,0.00552099966421411,0.00747213210469449,0.00900420447008037,0.0114270029492297,0.0136161408657732,0.0184479090083969,0.0177172670461308,0.018164724619555,0.0191316331303444,0.0200948277137373,0.0206928974169699,0.0204268155143509,0.0207417584576586,0.0216750864773622,0.0224911444344085,0.0222062318600268,0.0228189475868249,0.02314085181288,0.0244754624325183,0.0252577723881255,0.0271304861011198,0.0292098193729944,0.0328129242959173,0.032211483899325,0.0402675171425006
"384.219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00242111453164084,0.00422560437910676,0.00414608185635147,0.00551753167820284,0.00725879138381123,0.0097601328633208,0.0118455002387773,0.0136929665124861,0.0182051663749426,0.0194991344223547,0.0193156664923816,0.0203850165077215,0.0215453400361294,0.0213024623108423,0.0221869679118394,0.0223989349289363,0.0227986971971881,0.0237556613420726,0.0242321004293219,0.0242847684056864,0.0244438667096791,0.0262193459068884,0.0263185097760286,0.0289668513661685,0.0305819101686688,0.0333503257779112,0.0375695038998202,0.0394197939902918,0.0441411631148952
"388.801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00246899390622479,0.00114721385818625,0.0038084333019958,0.00502926676253287,0.006799375520416,0.00916828152886911,0.0113532276558121,0.0130114415176083,0.0159036867666957,0.0199438269857631,0.0193197628200189,0.0205962041032403,0.0218753712728714,0.0221930239782252,0.0229266127810955,0.0230967258868644,0.0234079932981933,0.0231701650461349,0.0243683101636649,0.0250948994954303,0.0254588156425827,0.0257890951880279,0.0265109489846641,0.0283224850839232,0.0304134684287397,0.034141893759798,0.0368596490715063,0.0407473771586612,0.0451834631806794,0.0574043146747218
