"","X500","X495","X490","X485","X480","X475","X470","X465","X460","X455","X450","X445","X440","X435","X430","X425","X420","X415","X410","X405","X400","X395","X390","X385","X380","X375","X370","X365","X360","X355","X350","X345","X340","X335","X330","X325","X320","X315","X310","X305","X300","X295","X290","X285","X280","X275","X270","X265","X260","X255","X250","X245","X240"
"248.336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"252.814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185973415221904,0.00582543269008123
"257.296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2055319659962,0.00389075318923855,0.00611786531964573
"261.781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213671761954308,0.011758220875854,0.00823032849768818,0.0137438721209989
"266.271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231548842788728,0.0080414246102485,0.00249531236467079,0.00127764126342222,0.0221679328518366
"270.764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247624716857083,0.0088133524051891,0.00431002794173955,0.00239574872116111,0.0130296510431472,-0.00635834209066438
"275.26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00836439757319818,0.0121930049083927,0.00494328343692243,0.00145267007205768,0.0131563645547703,0.00978067084774209,0.0162512660297155
"279.76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00606748145168468,0.0153220166757616,0.00683369739266712,0.00334035525012052,0.0103130447853115,0.00982275379963277,0.00249342695997885,0.00586025398556555
"284.264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161785646450052,0.00716419539119401,0.00454901190387977,0.00971530204659704,0.0125574985879521,0.00328721062034612,0.00408924944750967,0.000538957973706703
"288.772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189193516537695,0.00714067722323368,0.00681643256921461,0.00877676478541595,0.00875506214062449,0.00515744763018411,0.0031486858194059,0.00393263733351492,-0.00238322608198687
"293.283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224317295686132,0.00576817643949584,0.00717796855125443,0.00664734304917425,0.0124194732882782,0.00914837027121017,0.00796381815453798,0.00779026819471321,0.00332387272388873,0.0122199533976763
"297.797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273588086943906,0.00642003834670635,0.00701644726029848,0.00861147675966821,0.0148799867216095,0.0147075093767546,0.0096318461457802,0.00852747489768332,0.00921789960256318,0.00792976180026885,0.00765747155736043
"302.315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371526641621595,0.00810375792690928,0.00832170067327626,0.00910802290970435,0.0138700290470495,0.0182518842008301,0.0133256897925824,0.013041234426257,0.0140144512951675,0.0141735947186636,0.0156813508618333,0.0116687882921045
"306.837",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452040671731913,0.0066283608275295,0.00833840376822492,0.00829637693994482,0.0105161551036659,0.0178271953028561,0.0132698287758833,0.0144064118736391,0.0163710413169975,0.0158151850647047,0.0164540848779939,0.0145803266479961,0.017045028376941
"311.362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497765541057219,0.00483746252760911,0.00541457992818708,0.00793564113103025,0.00781764969984569,0.0154697564737122,0.0124971028583948,0.0121757144926523,0.0136350337802815,0.0150775526434038,0.014937914658997,0.0158680266746131,0.0131832828242032,0.0108987707341815
