"","X500","X495","X490","X485","X480","X475","X470","X465","X460","X455","X450","X445","X440","X435","X430","X425","X420","X415","X410","X405","X400","X395","X390","X385","X380","X375","X370","X365","X360","X355","X350","X345","X340","X335","X330","X325","X320","X315","X310","X305","X300","X295","X290","X285","X280","X275","X270","X265","X260","X255","X250","X245","X240"
"248.336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"252.814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75416184469724,0.00977998625956297
"257.296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626624672157533,0.0314368774811481,0.0173394847479785
"261.781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62292547799469,0.0290985095052372,0.0156579211174184,0.0161103709144055
"266.271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658639723311279,0.0237180377363339,0.00696035828198079,0.00536235520943873,0.0433768730394691
"270.764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703072686840673,0.0301662711778944,0.0112625971400513,0.00624325068149667,0.0280167010543979,0.0204706285741375
"275.26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387755589180804,0.0409965061568636,0.00918977225455412,0.00573136359384496,0.0302120780380006,0.0177546790394855,-0.00343847064611961
"279.76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472077036042902,0.0545732595223269,0.0179023376885435,0.0158611448740071,0.0241287760007767,0.0187116841904229,0.00308522707042849,0.0158590257346747
"284.264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071380280913405,0.0218267044075795,0.0161603083762541,0.0190446556366667,0.0277081278359757,0.00927964842118299,0.00887192383431916,0.00116796160482655
"288.772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893936071164116,0.027646662204836,0.0259947448983555,0.0223623677683028,0.035981738679733,0.0205477053132079,0.0061334993048014,0.00559990146998986,-0.00140267574420533
"293.283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100713214118994,0.0365337217322932,0.0416901719097488,0.0360626731448589,0.0414177730606848,0.0312467030147741,0.0218879242872268,0.022415554089816,0.0167898886392325,0.019837976639284
"297.797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114628045556178,0.0380554157766486,0.0477473769341555,0.0477041327464837,0.057490111319054,0.0457522144559575,0.0313249665771287,0.018572738955129,0.018372452474882,0.0150441095724111,0.0258020400998781
"302.315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138018532019799,0.0240734914187397,0.0463976554307085,0.0572297979307536,0.0687248148006414,0.0668716524294348,0.0441064702705297,0.0326936297162664,0.0260514920152282,0.0198327208891311,0.0295675049513421,0.0306702364499595
"306.837",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178633671775467,0.0112467914787037,0.0282429555908129,0.0515612028154534,0.070344462567022,0.0834599157091803,0.0620555926399503,0.0462129052355256,0.0379423792219169,0.0302890253048454,0.027891072124915,0.0312191201390253,0.037956906332931
"311.362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201502020913449,0.00806530981384254,0.0101697388424196,0.0278839543873199,0.0545500557598892,0.0805861238534911,0.0762196109956916,0.0611298685015058,0.0496420994536736,0.0362515364675858,0.0307829137769576,0.0238387259302871,0.0319017352212092,0.0434997284963767
"315.89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101535908206764,0.00762008912327834,0.00528876499954059,0.00975516285416015,0.0278740410406683,0.0634744556429359,0.0747027030755133,0.0697946359168857,0.0586177462318302,0.0440430393471865,0.0342566236410591,0.0280576499038071,0.0233306198107424,0.0237384869534993,0.0237555029792063
