"","CobleA","CobleB","CobleC","CobleM","CobleT","Fpeak","Stedmon_D","Optical_Brighteners","dieselBandII","Petroleum","Lignin","BIX","HIX","FI","M_to_C","JP5"
"Group014Sample0002",0.00582857319313689,0.0180643760866396,0.00627162722356801,0.00757254607533642,0.0233894950697493,0.0188822797353034,0.00244319184027249,0.00461452860068898,0.00215256951743589,0.00679957333638279,0.0260284526676689,0.973088205578796,0.635377355851918,1.99992988457891,0.828205884939352,0.592472769735096
"Group014Sample0003",0.0070765204683095,0.00762383447508608,0.00687570996554385,0.00895299343708495,0.0117759671609173,0.0147944545778617,0.0027046432584627,0.0057489578580315,0.00250831079984095,0.00671557251632252,0.0313865623285464,1.06146615088473,0.962609256964592,1.58840100731938,0.767978890396969,0.229402927420818
"Group014Sample0004",0.0168682096996193,0.222553999111201,0.0107795125469558,0.0203976265882788,0.0667056470213977,0.0596964765993751,0.00397827381871243,0.0068924230310937,0.00319854182865473,0.0112471789700237,0.020294126289965,0.561529016649657,0.451080164417143,2.25934400802218,0.528468961832553,0.268844525005394
"Group014Sample0005",0.00738315375435563,0.00721774271972675,0.00786439642273033,0.00933788148677766,0.016801077605088,0.0201267663203166,0.0035651000403969,0.0061773747903389,0.00253054382998579,0.00866753793061022,0.0285363917062164,1.10583026314608,0.911723165413239,1.87754981840499,0.842203494857612,0.470943484581747
"Group014Sample0006",0.01523694263738,0.181640540908405,0.0105533523669004,0.0179575368210933,0.0535529655189759,0.0539452010497387,0.00383673641804643,0.00722802824670278,0.00310443552740528,0.0122844564768573,0.0420063586892358,0.61539647290824,0.550752076649338,2.10002733950907,0.587683738145211,0.388576914465945
"Group014Sample0007",0.0057735223124056,0.00865790359868024,0.00592488419009253,0.00682097773742285,0.0120427057898565,0.0226093352110379,0.00254875425073491,0.00463417833521319,0.00214917412523412,0.00575461695192272,0.00751847374887327,0.908849049522677,0.796280639481358,2.30470190670038,0.868626818349814,0.322038446829728
"Group015Sample0001",0.00565040490267802,0.00365745913409204,0.00558084907226928,0.00648851199757427,0.00850513771846494,0.022764188446238,0.00248194405081741,0.00385643252891607,0.00198947063625479,0.00685690768923798,0.0131264726302264,1.00670342811433,0.984013471899919,2.05023441442709,0.860112314557742,0.702130327163726
"Group015Sample0002",0.0147791131403543,0.2170157969851,0.010868744132066,0.0184567994789022,0.0628558032973253,0.055058735381077,0.00367475519275192,0.00675659263036036,0.00295952339703646,0.0122611605753978,0.0365900399769824,0.651083776337581,0.453982590661833,1.88663771833691,0.588874801640989,0.403561902534532
"Group015Sample0003",0.00678008460662664,0.00219519922105571,0.00682654950890013,0.00860694728242205,0.0094200758298595,0.00199650957670986,0.00290453581143383,0.00526172302527826,0.00226565695415852,0.00688237548946445,0.0280414392585521,0.952548249956276,1.09743608308407,1.92421542523005,0.793144106138768,0.310451581211805
"Group015Sample0004",0.00742604878651304,0.000965718081768485,0.00756820359899091,0.0083417240586563,0.0105380656903816,0.00933527440966297,0.00338053645775103,0.00596946466664355,0.00291119783859787,0.00795335140776829,0.0230505496251884,1.00860764407137,1.15214395391717,2.11306527661764,0.907270912556416,0.252053521441117
"Group015Sample0005",0.006564365905518,0.0119666216365499,0.00691926611467447,0.0082150036132124,0.0167752648834315,0.0108057843407277,0.00298609878499434,0.00523635251410758,0.00242963208539832,0.00759734111917865,0.032967060584511,0.985145904106442,0.916053475399591,1.8546733650906,0.842271828529209,0.432006237448349
"Group015Sample0006",0.00545721582247095,0.0169271986890565,0.00571221899980223,0.00760670742608392,0.0141352043368016,0.0238262676395632,0.00278872459638192,0.00459501920146531,0.0020863413793425,0.00674665409324943,0.0158285370795976,1.04270717863137,0.782298442715297,1.79219892976819,0.750945012057995,0.439582944188937
"Group015Sample0007",0.00669257751862058,0.00284867055308269,0.00728750984782872,0.00819397673185248,0.00987514423051798,0.00971758154803721,0.00325556101960213,0.00571605135314986,0.00278926776420658,0.00750066435342166,0.012900246673697,1.08216542370975,1.13059723691415,1.5960478345978,0.889373998280951,0.237430717371062
"Group016Sample0001",0.00615197729577483,0.0115396027537599,0.00594868507051643,0.00840598345252549,0.00944597743791744,0.0203342334061688,0.00282570404336673,0.00508426884292487,0.00211305469618751,0.00689517775985732,0.0192632642202107,1.07345205256936,1.04279870896508,1.97574317229209,0.70767270767458,0.742586618101658
"Group016Sample0002",0.00506853060236452,0.00395839156969652,0.00494599828918369,0.00714337891496856,0.00864170184190981,0.0239420947442659,0.00266843054720691,0.00397371755729771,0.00209849505129216,0.00621220831615538,0.00740118409820131,1.09166178825479,0.958923554939478,1.80194652301861,0.692389182774502,0.504496420620851
"Group016Sample0003",0.00680194996545101,0.0108510502389894,0.00716430116812362,0.0092845701583855,0.0113456342078921,0.0217392127276046,0.00348321023070953,0.00599148965816273,0.00281996244764067,0.00756008055941438,0.0236570950650027,1.01656598023664,1.12241045598936,1.97240624215622,0.771635201835712,0.419775159438588
"Group016Sample0004",0.00988360301218488,0.060124633604802,0.00354240793495024,0.0121213603811324,0.0291209045978852,0.0328523471357973,0.000994433811809604,0.00230255754619049,0.000778252751111203,0.00560030496702749,0.0110681637626962,0.440476346943373,0.983150131176942,2.37963574697285,0.292245080054233,0.56992457513353
"Group016Sample0005",-0.00084125595476589,-0.284014666436325,-0.00056977103052484,-0.00127435075682356,-0.00641503589148879,-0.00348179220078279,0.000184906500106907,-0.00103460899404315,0.000137302689155506,0.000436233584555933,-0.0121739574581505,0.272195825291348,0.15084179595474,6.13129791311599,0.447106911087059,0.968088218919121
