"","CobleA","CobleB","CobleC","CobleM","CobleT","Fpeak","Stedmon_D","Optical_Brighteners","dieselBandII","Petroleum","Lignin","BIX","HIX","FI","M_to_C","JP5"
"Group004Sample0002",0.0201616863309725,0.211658974906572,0.0148860428997614,0.0241016381660869,0.0991952850396778,0.0656192018541056,0.00664410367284349,0.0109788839310887,0.00487170217849028,0.0158017718287726,0.0464438701156506,0.592460018565995,0.637437563082721,2.1270983276856,0.617636145608865,0.364468065999858
"Group004Sample0003",0.0242197488623321,0.190315855280387,0.0133178282667638,0.0293463451156667,0.0814501583673735,0.0500877925626108,0.00460769253466181,0.00863023749898499,0.00322575265438365,0.0152709337640728,0.020823361128713,0.520244448155237,0.815493694423788,2.42859899825056,0.453815567637894,0.306665645821989
"Group004Sample0004",0.0187413259106441,0.16498568071376,0.0108663413768601,0.0231036192272963,0.0704878658192884,0.0425444449015266,0.00330120098861678,0.00727483719270478,0.00231722245009707,0.0122879741837582,0.0267444830929396,0.49836756155624,0.867287496131135,2.40641201306412,0.470330698837948,0.31428648851136
"Group004Sample0005",0.0166843915148451,0.164539885398304,0.0103281022004439,0.0211389290167053,0.0704688236948785,0.0423779242357131,0.00375985246651214,0.00717958150333878,0.00265394710993414,0.0132136645804195,0.031820690307063,0.587653186230921,0.754635755785848,2.31970912501591,0.488582093836542,0.343371593451609
"Group004Sample0006",0.0234228227232516,0.268505431069093,0.0121826452667489,0.0292409200023071,0.121641107051647,0.0663949233137892,0.00489960871532792,0.00803190100502485,0.00325992944557526,0.0157236547542459,0.0434542355878801,0.525923857680465,0.554071344197508,2.29365404117414,0.416630026202585,0.403661341520756
"Group004Sample0007",0.0177418428846231,0.225535329487758,0.0116937336557435,0.0215103629902986,0.092811039325679,0.0598624087481349,0.00440330331464823,0.00818959193829966,0.00293228994599223,0.0132696818928058,0.0312818401493159,0.559719072752846,0.606348968781471,2.20318984050949,0.543632557991583,0.212767681609342
"Group005Sample0001",0.0218851978395671,0.264165971922089,0.0142867532627845,0.0254419480948165,0.104954444350246,0.0806850760767541,0.00472370651409373,0.00969929872052535,0.00374189336311205,0.0175292810201187,0.050617617190204,0.532764852963147,0.624556181357258,2.11237152319999,0.561543212396352,0.34806169683319
"Group005Sample0002",0.0242318371660329,0.232537702223083,0.0130068232514203,0.0293164587973584,0.0903457688595792,0.0392214923904542,0.00481465565080852,0.00833800646564294,0.00319286144494589,0.0166149847940335,0.0387041339025567,0.513923292514346,0.709974138411496,2.26227818823432,0.443669658103192,0.6029840878491
"Group005Sample0003",0.0192910312199472,0.212574308607003,0.0105455670137239,0.0233607477331061,0.0776303734373253,0.0341625958811009,0.00325353420914332,0.00724099120335494,0.00231827843341314,0.010629251641583,0.0172816634267986,0.520940857362421,0.579031258652061,2.28175564987372,0.451422494442635,0.325130561283189
"Group005Sample0004",0.0221258973284057,0.177779608584153,0.0101090077249438,0.025727685481961,0.0646414056398087,0.0414829626951754,0.00307700586970811,0.00645157273789985,0.0022531757977391,0.0121019964017019,0.0391337896243764,0.47629148095155,0.809711544846356,2.57004946068588,0.392923325031773,0.360006393540322
"Group005Sample0005",0.0159527217168003,0.209499567231811,0.0117649424711029,0.0189556741612327,0.0775381748449737,0.0405622970641252,0.00457751360035393,0.00815348179232831,0.00347795236211024,0.0142654076946165,0.0436863484471798,0.578001719197072,0.613875902258763,1.94291062943047,0.62065544971036,0.377651949836934
"Group005Sample0006",0.0157369158213856,0.211577539823269,0.0114713706562813,0.0184078192005025,0.0790342403766066,0.0465065609932994,0.00427602256265363,0.00834953935690702,0.00316526974092442,0.013534666003027,0.0247434130407734,0.640754963867428,0.5708612252566,2.0433348158687,0.623179233310163,0.449213629377946
"Group005Sample0007",0.0192319273585615,0.202581046362936,0.0111103705215606,0.0228045941989389,0.0721440427113165,0.037921398334573,0.00359283968621248,0.00707181617022095,0.00293181595777348,0.0117920167933995,0.0419966813174525,0.496669737934463,0.599479672247754,2.3138624629296,0.487198782168093,0.344270273714237
"Group006Sample0001",0.0204833271973153,0.227163179712249,0.0134619887827507,0.0249002720979555,0.0837790201718761,0.0469278520269712,0.00498804902566718,0.00918315114723445,0.00373194314144142,0.0166484714419659,0.0261561066324156,0.608165941350416,0.624012172479355,2.14607784001544,0.540636211917382,0.333343022475192
"Group006Sample0002",0.0176859915406939,0.210603403022231,0.0107096498639271,0.0224642177457876,0.0722829259684444,0.043194072856509,0.00386652570155348,0.00747408844798706,0.00294607715962217,0.0116032348137138,0.0177196177931366,0.565307397697037,0.594992775421267,2.48115999073137,0.476742612857522,0.328307829666716
"Group006Sample0003",0.0259216672783256,0.211939413619432,0.0112667262905452,0.0313033482505998,0.076823522811097,0.0488957877572282,0.00337565334241725,0.00688996193627484,0.00219185302447064,0.0128841945346465,0.0386344981795936,0.442491834776191,0.796875944570548,2.46015877191944,0.359920804648407,0.247583156795562
"Group006Sample0004",0.0273313010617762,0.249696767417417,0.013134358182585,0.0326029332387098,0.0826490276302242,0.0504528491695878,0.00416210205977333,0.00887761784214365,0.00303882073143759,0.0149578896086482,0.0364871866183764,0.463132325106367,0.650075588437132,2.38255820374642,0.402858174950665,0.328553397161931
"Group006Sample0005",0.0153434150412347,0.234714562943455,0.0105800140154231,0.0195029385070133,0.0827308955817883,0.0396496747089954,0.00383475225033498,0.00737989071345164,0.00298759620517919,0.0111983881853591,0.0366831094306234,0.596826073342594,0.473111381077285,2.22566842012833,0.542483073082474,0.317636536223876
"Group006Sample0006",0.0171565448207974,0.230176972772272,0.0112252475349041,0.0202281300253208,0.0765175972943578,0.0543295840634909,0.00407105521558528,0.00780472709251102,0.00298653690644107,0.0136789372362457,0.0293090528320542,0.616664854448749,0.587648423714285,2.07164053395971,0.554932538047402,0.435407282960065
"Group006Sample0007",0.02079424889553,0.225470601307806,0.0115058761286543,0.0262095984954801,0.075947041271019,0.0490692527455076,0.00415834759222587,0.00766683074575463,0.00297602845843913,0.013251937243331,0.0276772799825831,0.509221024594633,0.573762370150567,2.39855162048527,0.438994749600551,0.31009877816556
"Group007Sample0001",0.0431212391853638,0.220182634160142,0.0261288429993677,0.0486081333865532,0.0884500024394373,0.0398201349070605,0.0104207324389997,0.0187218108396758,0.00785785178364822,0.0312429760852713,0.0762361839798686,0.494008618077799,1.12956654438066,2.011974951807,0.53754055502563,0.476589586658893
"Group007Sample0002",0.0159864411789043,0.0474092275088121,0.016584292961845,0.0191064233920461,0.040800029244205,0.0196733519468148,0.0074819905662071,0.014041627419393,0.00566892576982387,0.0192607958340112,0.0439382347813027,0.802150957937997,1.04196191575522,1.68832045633829,0.86799567985858,0.350440070097
"Group007Sample0003",0.0182221516354552,0.11712812768752,0.0168806098212947,0.0214171098367315,0.0952677854532472,0.0403485414544897,0.0086667467872787,0.0146878445508494,0.00677802923505257,0.0286746780426907,0.125617548871934,0.788977378253946,0.582478910130281,1.75644228280386,0.788183370677938,0.297667857752783
"Group007Sample0004",0.00915530844330971,0.019032399175513,0.00923591818107846,0.0114371781013686,0.0220400751975185,-0.00133753598895347,0.00476149016965646,0.00832193968026052,0.00356231841831077,0.0117739655173502,0.0287964829094296,0.92277083716414,0.848566870842681,1.75586382460494,0.807534699487912,0.305416661708988
"Group007Sample0005",0.0103573377936143,0.0262555454698042,0.00944755276286311,0.0127289080815209,0.0220597407904976,0.00786072167802839,0.00465993586940838,0.00859270050523983,0.0034475752869077,0.0106991767164243,0.0217528371162041,0.779854098456207,1.03624005152959,1.9009593407552,0.742212348644304,0.373162173210878
"Group007Sample0006",0.0121239930084013,0.0511892682809785,0.00973457131322807,0.0139876121214516,0.0279443822419415,0.0123124931036276,0.0046498420861229,0.00834654425636153,0.00343387963034551,0.011729644463927,0.024367979135891,0.735758051167487,1.08512566826642,1.92488174081678,0.695942325874119,0.33913697113826
"Group007Sample0007",0.00700470325573261,0.0196970376170642,0.00681902652375391,0.00884341441637036,0.0147217264533921,0.00434580072218953,0.0034434153306073,0.00657012543567801,0.00228328454631438,0.00830969425990976,0.0295697241474306,0.876210644334816,0.882269015050162,1.93914574091079,0.77108526217328,0.278336157193323
"Group008Sample0001",0.00721354218302842,0.0268215733095239,0.00706218741875631,0.0091809680425726,0.0331384972031227,0.0194513817250106,0.00334160582360151,0.00604714313094655,0.00214843362081082,0.00924664154995239,0.0592298529876031,0.962344960108379,0.615076822294961,1.94362775308366,0.76922034648292,0.310708672696027
"Group008Sample0002",0.0100693207265149,0.0255633645089594,0.010029630088059,0.0119214741353157,0.0246905762368965,0.0100804179659519,0.00470637545418716,0.00852419263107293,0.00367972634185907,0.012252586864793,0.0330327339822781,0.884046878136051,0.952212433149981,1.76888671045341,0.841307876376429,0.389094458588776
"Group008Sample0003",0.0122846898835721,0.0429363420969275,0.010308372640175,0.0143727054568489,0.0216862701573625,0.00531392027318672,0.0043005888851638,0.00837489656128618,0.00320236623582734,0.0117699552855163,0.0211488589442853,0.693333112576661,1.29067812196696,1.8945313598465,0.717218666389831,0.316523926619563
"Group008Sample0004",0.00802351032192976,0.0191205245161963,0.00827791427909257,0.0102118583958101,0.0179222217689675,0.0153912453777303,0.0039126567970181,0.0072765288820956,0.00307201959437239,0.0104032324197219,0.0077622843402887,0.903808864676263,0.930050585609581,1.86525865788065,0.810617809045312,0.342442645881748
"Group008Sample0005",0.0237291025136217,0.0416665078355589,0.0131660257047765,0.0264176909762359,0.018592874063521,0.0103420329173875,0.00534335184068305,0.00962516151572866,0.00452445546954056,0.0174436008124881,0.0325348433897249,0.530922274488214,1.95639874878797,2.21208913655297,0.498379124678987,0.493213918711778
"Group008Sample0006",0.00728712975743763,0.0213499827052938,0.00686547639693801,0.00990685450511781,0.0165612929116556,-0.00080262871847884,0.00334174350151731,0.00648592834389882,0.00252445483406081,0.00904479220947517,0.027903138942807,0.874287593435887,0.92784258001773,1.76776042848077,0.69300264714611,0.353231410972384
"Group008Sample0007",0.00793642897766731,0.0210022048345412,0.00772160707756644,0.00993962307001387,0.0221157147608204,0.0108299986122506,0.00412591700332341,0.00689313101515856,0.00281124170868317,0.0105671269505824,0.0328029382636961,0.95761213810284,0.782515824397867,1.8235593121456,0.776851096181021,0.360568404240665
"Group009Sample0001",0.00616296386409578,0.0162937691235883,0.00613808739875411,0.00807280824370625,0.0167222144138104,0.00680377211955522,0.00319613001283799,0.0053045737623899,0.00245116024185416,0.00855512782042621,0.0195728109361885,0.898805072018988,0.941501465240299,1.65864154101137,0.76034103789589,0.561546252623474
"Group009Sample0002",0.00841193337919776,0.0171791812536563,0.00877760084448352,0.0102999379426966,0.0154273951318221,0.0191822984660466,0.00418735971255393,0.00788793385968208,0.00350759928429581,0.010658372890134,0.00727019470128273,0.96621358723631,1.07929057915942,1.62903114529669,0.85219939123104,0.484546866617781
"Group009Sample0003",0.0100433233271715,0.0183754933862191,0.00870547082810355,0.0112750621115521,0.0175573287020214,-0.00406400266956414,0.00463892068906091,0.00812535719278828,0.00328697883583543,0.0116506999337281,0.0185619906749762,0.927089831932459,1.26767335871952,1.94830775752682,0.772099589516598,0.467410783017205
"Group009Sample0004",0.00902010429409278,0.0156095589790747,0.00856210505473528,0.0110285126240452,0.0161385791569353,-0.00335330944576329,0.00434580542752872,0.00812562169601931,0.0028442426932246,0.00862962223048417,0.0119342368923286,0.85282092852127,1.13374612063802,1.9233568172715,0.776360815516279,0.289319787495046
"Group009Sample0005",0.00619504897546092,0.0167573916262851,0.00588490515583665,0.00802246358725078,0.0146033858853699,0.00481978294992837,0.00318714047010569,0.00509446663172227,0.00206102260656329,0.00820565058006048,0.00752307447419215,0.9886837762654,0.793501512364137,1.81721232517447,0.733553364478823,0.365101230348025
"Group009Sample0006",0.00982399866396144,0.0213011390898238,0.00955298615392799,0.0115812214684883,0.017463991753479,0.0144139621961392,0.00465906302369446,0.00821584140475451,0.00316292488432719,0.0101007171521926,0.0176047835522462,0.897678261070052,1.07816011212062,1.79155920390019,0.824868618558157,0.549924830433821
"Group009Sample0007",0.00744084516361374,0.0179886142497613,0.00732780961320318,0.00856439912681601,0.015242252275849,0.00570954426566592,0.00360469129271039,0.00654523194888157,0.00296223211137238,0.00869584313422432,0.0253266506172534,0.903835491484144,1.07065410771406,2.04871385626112,0.855612811208093,0.401906925132668
"Group010Sample0001",0.00595237684726929,0.0166153534509987,0.00583196473070445,0.00729128892665487,0.0142520555915455,0.0169598869847443,0.00295122791329649,0.00465951932808906,0.002341751116381,0.00775934457440564,-0.000871223414038363,1.08940473115864,0.80079486337354,1.88420583333295,0.799853741823953,0.320954163950795
"Group010Sample0002",0.00869253606317046,0.018474324497817,0.00870203207477979,0.0104567102894605,0.0161592922726165,0.00697718535102108,0.00398929592405858,0.00727270492033244,0.00328300732507764,0.00955361766438998,0.0217250635285207,0.832160719401583,1.00016280838356,1.77038125837,0.832195961625784,0.522194581734934
"Group010Sample0003",0.0130887323550231,0.0530239817901202,0.0134158167789467,0.014389653901075,0.0808273010316641,0.0485802966219436,0.00718071022036044,0.0114930250786949,0.00534792715697637,0.0259872875949476,0.115610581229373,0.923907786084278,0.683436894043103,1.59491956931059,0.932323798138356,0.699148199655803
"Group010Sample0004",0.0317855962715126,0.0706116430749425,0.0131042078990523,0.0352292677635303,0.0387603573059821,0.0265039443898801,0.00475291608676696,0.00868378704682307,0.00335030946460213,0.0155618816581547,0.0252802309305599,0.4567757891702,1.95719751965545,2.37574025561968,0.371969351932371,0.396382016166972
"Group010Sample0005",0.029051252177524,0.110192069732824,0.0224555914271146,0.0356475332916706,0.053276032773413,0.0299004631437948,0.00542375937203734,0.0173623600349364,0.00409425558103574,0.0168196322329144,0.0361321472562475,0.68957611340238,1.26047858549717,2.25183337213542,0.629933949240789,0.320045673703955
"Group010Sample0006",0.029761213878996,0.0922621812364265,0.0130180557594564,0.0334931385403781,0.0524731053021899,0.0324604387680218,0.00392587531086079,0.00851094309644475,0.00337582257134631,0.0149612380405589,0.0260349594726625,0.456685318472892,1.16354694496491,2.40516530122386,0.388678288353368,0.484741918334727
"Group010Sample0007",0.0183288505748782,0.0826021779946947,0.0148580697400122,0.0233882169293335,0.0459300470341445,0.0359396354542326,0.00427520905978882,0.0112517614874517,0.00357626771842997,0.0127479169206639,0.014546879560458,0.758000963449045,1.24425836167472,2.21037810107239,0.635280140632577,0.49448679470263
"Group011Sample0001",0.0135255288360873,0.03239895991904,0.0117213250519867,0.015431652512231,0.0223837269832677,0.0182639308242664,0.00500691465115076,0.00933617418495849,0.00374403324449424,0.0132837023212954,0.0334241567011314,0.82271284794917,1.29100010613752,1.75920021882657,0.759563827833508,0.467488970387679
"Group011Sample0002",0.0229502478071183,0.102234675738835,0.0133062816666086,0.0271398963541749,0.0597494843685344,0.0309266979681769,0.00553802979379647,0.0094073800455873,0.00444597960086533,0.0170185931403129,0.0470346855635547,0.63018675744149,1.12373748276198,2.29285294267655,0.490284910928252,0.556983043669073
"Group011Sample0003",0.0198403683727508,0.101826614331358,0.012553043654714,0.0216566351489967,0.0512124985529254,0.0285869696671017,0.0045847552757394,0.00893830083370413,0.00358219869001547,0.0146768629963263,0.0402232609553833,0.597802554282497,1.11520704104174,2.08328056710115,0.579639614757768,0.511144987656544
"Group011Sample0004",0.0204879568315313,0.0763551381994966,0.0141845712697838,0.024733862875677,0.0527715589781636,0.0277811353683881,0.00575405912216923,0.0102820490405646,0.00467340634163608,0.0169770937558914,0.0351817320447273,0.588411871931736,1.37469021137311,2.13006380310913,0.573487907694871,0.516465115511089
"Group011Sample0005",0.0164854764904978,0.0999804438837845,0.0107507425602182,0.0180197832872092,0.0486285326587496,0.0449369068713197,0.00368058428470903,0.00809133150338311,0.00317885948834381,0.0122632888507091,0.0164027933854808,0.648924405701677,0.902727232148069,2.13247217582441,0.596607760973977,0.991272181377662
"Group011Sample0006",0.0115264281528008,0.0338363267325037,0.00951344569432258,0.0118586789812468,0.0175437065424623,0.0216967898121924,0.00426463314662351,0.00784213196950413,0.00316270992352321,0.0109575915503931,0.0295471806202674,0.901003619414663,1.43274609126234,1.74588767905441,0.802234861856626,0.904987075278345
"Group011Sample0007",0.0188774913539158,0.0917659993334703,0.0125603762993609,0.021706367041753,0.0518669692209052,0.0414082905497381,0.00494388145446358,0.00948203956430509,0.00363780476440557,0.0148120377445196,0.0342352088739035,0.626579658041721,1.10109156939978,1.94323690187715,0.578649401588047,0.309343472269541
"Group012Sample0001",0.017495359747663,0.0836930919589056,0.0109073099122211,0.0193383987846654,0.0434080062106116,0.0324859477115015,0.00386173683539199,0.00811126493388721,0.00321666771035753,0.013275122644894,0.034428366188971,0.625372408875953,1.08882836912,2.25837641090912,0.564023424776521,0.587804455967392
"Group012Sample0002",0.0200202200637543,0.0649208601905261,0.0117364269219025,0.0223385561311905,0.0449352358711155,0.0229772017349806,0.00478429588448842,0.00815369576684834,0.0037591422868967,0.0139118020197203,0.0306018995553924,0.553054361484883,1.3804422233513,2.15003351420891,0.525388787573222,0.262572324772091
"Group012Sample0003",0.0315953918710197,0.0658466112568576,0.0137173589692749,0.0347973837994516,0.0422172105323762,0.0214862186104658,0.00475593027076991,0.00851820727364319,0.00403994016279836,0.0174537744312366,0.040992421177613,0.438816126658156,1.90829602023027,2.36375744479475,0.394206617610461,0.577486532736016
"Group012Sample0004",0.0155798962916085,0.056845437555648,0.0097029554496031,0.0191432745932633,0.0369782098383408,0.0152299204839448,0.0038907457824971,0.00683721327885584,0.00291237785973911,0.0125144227162732,0.0231842362987594,0.569829465120583,1.30607641871402,2.08312660288896,0.506859753922021,0.339103362928359
"Group012Sample0005",0.0208706486507188,0.0729469508082582,0.0130574542870731,0.023605540435242,0.050439895285344,0.0230467024121813,0.00486359367861953,0.00973562304471417,0.00374420634005354,0.0153490728991321,0.0327745153205902,0.633505031532635,1.49294833588492,2.05285414264718,0.553152101003327,0.62605650437629
"Group012Sample0006",0.0212352026323365,0.0687248148006414,0.0131527398210737,0.0240147831246815,0.0429636535945552,0.0258020400998781,0.00567619492213613,0.00968422176210046,0.00388197761171079,0.0161585925513218,0.0263032246279739,0.570857757121328,1.47897094747473,2.10660167949134,0.547693466677856,0.521559211941007
"Group012Sample0007",0.0245977334478064,0.0901251723446587,0.0129902362411603,0.0279068924680348,0.0477026330865924,0.0273277939216222,0.00484015563705326,0.00899002251996539,0.00373560091046146,0.0165969671489384,0.0303190849941937,0.505572907455663,1.30205239360817,2.25411838424449,0.465484871023874,0.370959325413828
"Group013Sample0001",0.015261658717503,0.0953281452971017,0.00920273382445454,0.017318546844009,0.0417425173620077,0.028020815486919,0.00335355152365137,0.00599271186372469,0.00245256101606659,0.0120912900082116,0.0334455341167018,0.51049577506427,1.03192853235417,2.07654240718293,0.531380254206377,0.558903166972505
"Group013Sample0002",0.0208020098591943,0.0951945246961541,0.0135037326864099,0.0245196878214572,0.0452295821620596,0.0426733977920334,0.0051889479648436,0.00842963208099842,0.00392664931970549,0.0150556924798779,0.0154733939552056,0.541400239062553,1.17482694454117,2.26047825047879,0.550730204427514,0.43818500269003
"Group013Sample0003",0.0499088944466236,0.11222384768741,0.0337785884587962,0.0538086667925573,0.0679192367588303,0.0387658494922862,0.0147393437327521,0.0259576304910175,0.0108840533434902,0.0408487498467368,0.0550462095825796,0.557140194207587,2.09533063068764,1.85685597501604,0.627753677470195,0.789918244172746
"Group013Sample0004",0.0121718769446165,0.0277483130327181,0.0131003916658648,0.014066973876041,0.0372190361066509,0.0333264087226757,0.00603993917050353,0.0106462618561569,0.00444822181658173,0.0169976269012079,0.0439254551170824,0.837148616977662,0.875909598641034,1.65644881902181,0.931287125525799,0.36383185539062
"Group013Sample0005",0.00730418918014672,0.0193105349128125,0.00642249880561262,0.00817265596927654,0.0129263085701921,0.021715799435556,0.00314255462030215,0.00532136389678635,0.00260912374257613,0.00793974704745926,0.0285912919606275,1.00412298174937,0.825573228923244,1.91714918499815,0.785852093830539,0.480152023626236
"Group013Sample0006",0.0139390847331142,0.202754633171154,0.00988597482356595,0.0161540497027146,0.0623252253762989,0.0589612072911823,0.0035192617205402,0.00748053260489955,0.00264086296473792,0.0131364247358347,0.0478773165006104,0.698716677130832,0.546335534374515,1.92815642668129,0.611981206291859,0.593230446888535
"Group013Sample0007",0.0131567529683799,0.200882166368074,0.00893288688397753,0.0171463833609783,0.0581279606835632,0.0578820903253467,0.00322064173076259,0.00651802186045709,0.0023378364935329,0.0104698209976563,0.0431950460971633,0.653728336703151,0.455328353875392,2.01867034021378,0.520977905131119,0.50294686626101
"Group014Sample0001",0.0048627272301692,0.00916775679314702,0.00534626979760065,0.00631504251666345,0.0121427423548327,0.00298126544980053,0.00213761786112738,0.00361477446400422,0.00189375291208183,0.00634380983560541,0.0027711932037933,1.16663516577112,0.763779124088036,1.94101200536329,0.846592842960835,0.47397359827205
